custid,townsize,gender,age,birthmonth,ed,jobcat,union,employ,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,addresscat,cars,carown,cartype,carvalue,carbought,carbuy,commute,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,card2,card2type,card2benefit,card2fee,card2tenure,carditems,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,equipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Customer_cat
1967-XURQTC-517,1,1,54,November,8,5,0,25,0,85,7.4,0.5,-0.69,5.79,1.76,0,5,1,8,1,2,6,0,0,0,0,2,0,4,1,1,4,4,1,1,54.9,1,1,1,18,1,0,1,0,1,0,0,0,0,0,9,6,0,0,0,2,2,1,0,26,3,4,4,0,18,17,9,404.53,0,3,40,0,10.2,2.32,417.6,1,18.5,2.92,764.9,6.64,0,0,0,1,7.75,2.05,280,5.63,0,0,NA,0,NA,1,1,0,0,1,1,1,1,0,1,15,1,1,1,0,0,1,0,0,0,0,0,0,medium_spend_cust
9550-BYTUWR-QG4,4,0,19,June,14,2,0,0,0,25,9.9,0.92,-0.08,1.55,0.44,0,1,1,14,2,4,2,2,0,0,0,0,0,0,0,3,1,3,1,1,12.1,0,1,1,29,1,0,0,1,0,1,0,0,0,0,9,3,0,0,0,4,4,2,0,1,1,4,3,0,1,11,3,138.59,1,3,13,0,4.05,1.4,57.85,1,18,2.89,220.5,5.4,0,0,0,1,29.25,3.38,355,5.87,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,19,1,1,1,0,1,1,1,0,0,1,0,0,medium_spend_cust
1495-PIDPIA-2Y8,5,1,26,March,14,6,0,2,0,24,13.7,0.42,-0.87,2.87,1.05,1,2,0,-1,-1,3,0,0,0,0,0,0,0,0,1,3,2,1,1,1,13,0,1,4,33,0,1,1,1,1,0,0,1,0,0,9,4,1,0,1,1,3,2,0,1,2,2,3,0,1,16,3,202.45,0,3,2,1,3.2,1.16,8.25,0,0,NA,0,NA,1,26.3,39.1,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,2,0,0,0,0,1,1,24,1,0,1,0,1,1,1,0,0,0,0,0,high_spend_cust
2038-OVSVLN-8NO,2,1,22,April,17,1,0,0,0,20,8.4,0.71,-0.35,0.97,-0.03,1,1,0,-1,-1,1,5,0,0,0,0,0,0,5,0,2,1,0,-1,-1,-1,-1,0,4,21,0,0,0,1,0,1,0,0,0,0,2,5,1,0,0,3,3,4,0,4,1,3,2,1,4,9,7,159.03,1,1,15,0,5.3,1.67,71.6,1,20,3,305,5.72,0,0,0,1,16.5,2.8,230,5.44,1,24.6,3.2,333.35,5.81,0,1,0,1,1,0,1,0,0,1,20,1,1,1,0,1,1,1,0,0,0,1,0,medium_spend_cust
2329-BWHBBG-KOB,2,1,45,June,16,2,0,3,0,51,10.9,3.52,1.26,2.04,0.71,0,3,1,12,2,3,0,0,0,0,0,0,0,0,0,2,4,2,1,1,23.5,0,0,5,20,1,0,0,0,1,0,0,1,0,0,9,1,1,1,0,1,3,1,0,20,3,1,3,0,11,8,4,250.03,1,3,25,1,5.15,1.64,157.35,0,0,NA,0,NA,1,40.3,959.2,0,0,NA,0,NA,1,20.55,3.02,578.85,6.36,1,0,0,2,0,0,0,0,1,1,16,1,1,1,1,1,1,1,0,1,0,1,0,medium_spend_cust
1613-GNANGZ-9A1,5,1,66,August,13,2,0,3,0,36,8.9,1.04,0.04,2.17,0.77,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,0,1,5,2,0,0,17.2,0,1,1,29,1,1,0,0,0,0,1,1,0,0,1,4,1,0,1,4,3,1,0,11,3,4,3,0,9,5,2,38.57,0,2,32,0,3.9,1.36,147.65,0,0,NA,0,NA,0,0,0,1,34,3.53,1015,6.92,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,24,1,1,1,0,1,1,1,0,0,0,0,0,low_spend_cust
9169-WRICRN-Y45,3,1,74,August,14,2,0,7,0,20,11.3,0.78,-0.25,1.48,0.39,0,1,0,-1,-1,1,8,0,0,0,0,0,0,8,1,1,5,4,0,1,8.4,0,0,1,27,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,3,4,4,1,23,4,2,3,0,20,10,2,28.63,0,3,54,1,8.8,2.17,531.35,0,0,NA,0,NA,0,0,0,1,18.25,2.9,995,6.9,0,0,NA,0,NA,1,0,0,3,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,low_spend_cust
8547-RLCZHH-HZ6,2,0,49,June,9,2,0,4,0,45,2.8,0.36,-1.01,0.9,-0.11,0,4,1,7,1,3,0,0,0,0,0,0,0,0,1,1,5,3,1,1,28.8,1,0,1,12,1,0,1,1,0,0,1,0,0,0,9,6,1,0,0,3,2,4,0,31,2,1,3,0,25,7,1,15.2,0,3,69,0,27.25,3.31,1854.4,1,33.75,3.52,2247,7.72,0,0,0,1,21.5,3.07,1465,7.29,0,0,NA,0,NA,0,0,0,0,1,0,1,1,0,1,17,1,1,1,0,0,0,0,0,1,1,0,0,low_spend_cust
0394-MDULKL-PC7,1,0,37,June,17,2,0,1,0,60,20.4,4.1,1.41,8.14,2.1,1,1,1,20,5,3,5,0,0,0,0,0,0,5,0,2,3,3,1,1,33.2,0,0,1,25,1,1,1,0,0,0,0,0,0,0,9,6,1,0,1,4,3,2,0,16,2,2,2,0,17,12,0,0,0,1,56,0,12.25,2.51,635.4,1,33.5,3.51,1895.9,7.55,0,0,0,1,15.5,2.74,875,6.77,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,26,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
9963-LIXPAS-PYV,5,1,25,May,10,3,0,3,0,22,24.8,2.18,0.78,3.28,1.19,1,3,1,9,1,3,4,0,4,0,0,0,0,0,1,1,2,2,1,1,10.2,1,0,3,30,0,0,1,1,0,1,0,1,0,0,9,3,1,0,0,1,3,4,0,6,3,2,2,0,3,10,9,125.44,1,2,12,1,6.4,1.86,84.5,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,2,0,0,0,0,0,1,22,1,1,0,0,1,0,1,0,0,0,0,0,medium_spend_cust
7870-VOETWJ-7XW,2,1,43,August,20,4,0,14,0,134,10.8,4.39,1.48,10.09,2.31,0,2,1,19,4,2,5,1,0,0,0,0,0,4,1,3,4,3,1,0,67.6,0,0,1,24,1,1,0,0,0,0,0,1,0,1,9,3,1,1,1,1,3,4,0,10,3,4,2,0,8,8,4,303.5,0,1,15,1,4.2,1.44,39.9,1,23.5,3.16,295.7,5.69,0,0,0,1,8,2.08,105,4.65,1,27.45,3.31,406.9,6.01,1,0,1,3,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,0,0,1,1,medium_spend_cust
5913-VZNLLP-INS,5,1,51,November,15,2,0,7,0,33,23.1,2.57,0.94,5.05,1.62,1,3,1,14,2,2,1,0,0,0,0,1,0,0,1,1,3,4,1,1,18,1,0,1,22,1,0,0,0,1,0,1,1,0,0,3,2,1,0,0,3,4,3,0,32,2,3,1,0,21,12,6,170.15,0,3,66,0,18.25,2.9,1203,1,34.75,3.55,2324.75,7.75,0,0,0,1,20.25,3.01,1355,7.21,0,0,NA,0,NA,1,0,0,0,0,0,1,1,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
3849-BYRQMO-XT2,3,0,44,February,19,3,0,10,0,35,10.9,1.97,0.68,1.84,0.61,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,4,4,1,0,17.7,0,1,1,31,1,0,1,0,0,0,0,1,0,0,9,4,0,0,0,2,2,3,0,26,1,1,1,0,23,14,1,27.52,1,3,62,0,21.8,3.08,1362.4,0,0,NA,0,NA,1,42.4,2475.7,1,33.75,3.52,2065,7.63,1,40.55,3.7,2448.45,7.8,1,1,1,2,0,1,0,0,1,1,33,1,1,1,0,1,0,1,0,1,0,0,0,medium_spend_cust
2237-XTNODS-GUM,1,0,63,November,18,6,0,24,0,130,12.6,6.36,1.85,10.02,2.31,0,5,0,-1,-1,1,1,0,0,1,0,0,0,0,1,2,5,3,1,1,60.5,0,0,8,19,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,1,2,0,21,2,2,4,0,16,9,6,142.51,0,2,46,0,17.6,2.87,790.65,0,0,NA,0,NA,0,0,0,1,6,1.79,265,5.58,0,0,NA,0,NA,1,0,0,3,1,0,0,0,0,1,14,1,1,1,0,1,0,1,0,0,0,0,0,low_spend_cust
1388-XGLTIZ-04L,3,0,21,July,16,4,0,0,0,38,5.5,1.45,0.37,0.64,-0.44,0,1,1,12,2,4,0,0,0,0,0,0,0,0,1,1,1,3,1,0,22.6,0,0,1,17,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,3,4,4,0,3,1,3,4,0,3,12,8,316.48,1,3,10,0,5.35,1.68,52.1,0,0,NA,0,NA,1,25.7,226.7,1,15.5,2.74,130,4.87,0,0,NA,0,NA,0,0,0,1,1,0,1,0,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
0407-SLTYDQ-NGJ,2,0,19,April,12,4,1,0,0,24,14.1,1.66,0.51,1.73,0.55,1,1,0,-1,-1,1,8,2,0,0,0,0,0,6,1,1,1,0,-1,-1,-1,-1,1,4,19,0,0,1,1,0,0,0,0,0,0,1,5,0,1,1,4,4,1,1,1,2,1,3,0,1,3,0,0,0,1,15,0,11.2,2.42,169.25,0,0,NA,0,NA,1,30.7,351.7,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,1,1,0,0,0,1,1,25,1,1,1,0,1,1,1,0,1,0,0,0,low_spend_cust
3279-UIFXHV-NMT,2,0,50,May,15,2,0,4,0,34,12.1,1.94,0.66,2.17,0.78,0,2,1,11,1,4,4,0,0,0,0,0,0,4,0,1,2,2,0,1,12.5,1,0,4,17,1,0,0,1,0,1,0,0,0,1,9,3,0,1,0,2,4,4,1,26,3,4,4,1,19,9,3,40.34,1,2,57,0,16.05,2.78,868.2,1,25.25,3.23,1479.35,7.3,0,0,0,1,15.75,2.76,960,6.87,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,low_spend_cust
3518-TYPNAR-I9S,3,0,48,March,20,2,0,3,0,226,12.7,6.06,1.8,22.65,3.12,1,1,1,17,4,2,1,0,1,0,0,0,0,0,1,1,4,2,1,1,76,0,0,1,32,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,1,1,3,0,21,4,4,3,0,11,9,3,280.09,1,1,41,1,10.85,2.38,463.2,1,49.75,3.91,2032.6,7.62,1,63.55,2518.45,1,16.5,2.8,655,6.48,1,91.15,4.51,3606.85,8.19,1,1,1,4,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,0,0,0,0,medium_spend_cust
9700-ABSJSP-IP3,4,1,67,August,9,1,1,13,0,96,2.2,1.56,0.45,0.55,-0.6,0,5,1,10,1,2,8,0,1,0,0,0,0,7,1,1,5,1,1,1,41.7,1,0,4,33,0,1,1,1,0,1,0,0,0,0,9,6,1,1,1,3,2,3,0,10,2,3,3,0,8,9,5,184.88,0,2,23,0,6.4,1.86,132.9,1,51.5,3.94,1131.9,7.03,0,0,0,1,19.5,2.97,435,6.08,0,0,NA,0,NA,0,1,1,0,1,1,1,1,0,1,30,1,1,1,1,0,0,0,0,0,0,0,1,medium_spend_cust
7524-LLKYHT-GPQ,1,1,30,September,13,6,0,7,0,16,9.3,0.86,-0.15,0.63,-0.46,0,1,1,16,3,2,1,0,1,0,0,0,0,0,1,1,2,4,0,1,6.1,1,0,1,21,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,3,2,3,0,12,5,2,4,1,12,11,6,174.82,1,3,35,0,9.95,2.3,324.6,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,0,0,1,0,1,0,1,20,1,1,1,0,0,0,1,0,0,1,0,0,medium_spend_cust
0850-WTYIMC-UY6,3,0,36,May,20,3,0,1,0,37,8.2,0.05,-3.09,2.99,1.09,0,4,1,19,4,2,3,1,2,0,0,0,0,0,1,3,2,5,1,1,14.5,0,0,1,24,1,0,0,0,1,0,0,1,0,0,1,5,0,0,1,4,4,1,0,11,1,1,4,0,4,15,4,100.51,1,3,22,1,3.95,1.37,88.65,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,1,0,1,0,medium_spend_cust
4820-VWUAEL-KWD,5,0,63,November,12,2,0,4,0,33,2.1,0.1,-2.3,0.59,-0.52,0,4,1,12,2,2,2,0,2,0,0,0,0,0,1,1,2,1,1,1,15.8,1,1,5,34,0,0,0,0,1,0,0,0,1,0,9,5,0,1,1,3,3,3,0,5,2,2,3,0,3,15,6,166.82,0,3,9,0,3.25,1.18,39.85,1,19.75,2.98,181.2,5.2,0,0,0,1,20,3,190,5.25,1,18,2.89,139.7,4.94,0,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,0,0,1,1,medium_spend_cust
8473-QOGKST-OJ6,4,0,24,February,14,1,0,1,0,29,11.9,2.04,0.71,1.41,0.35,1,3,0,-1,-1,3,1,1,0,0,0,0,0,0,0,2,2,3,1,0,21,0,0,1,26,1,1,0,0,0,1,0,0,1,0,9,5,0,1,0,5,4,1,0,3,2,4,4,1,3,10,0,0,1,1,6,0,3.45,1.24,20.7,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
9868-IKITYD-74T,5,1,79,November,22,1,1,24,1,24,12.8,0.03,-3.48,3.04,1.11,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,5,1,0,1,10.5,0,0,5,28,1,1,0,1,1,1,0,0,0,0,1,5,0,0,0,1,3,3,0,40,2,2,1,0,30,9,4,88.31,0,2,72,0,29.65,3.39,2201.75,1,34.5,3.54,2603.3,7.86,0,0,0,1,57.25,4.05,4180,8.34,1,56.65,4.04,4051,8.31,1,1,1,2,1,1,1,1,1,1,16,1,1,1,1,1,0,0,1,1,0,1,0,low_spend_cust
0892-QAHLNV-LH8,2,1,24,May,19,2,0,0,0,24,2.8,0.18,-1.69,0.49,-0.72,0,2,1,18,4,4,0,0,0,0,0,0,0,0,1,3,2,2,1,1,12.7,1,0,1,18,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,4,4,1,1,6,3,3,1,1,6,19,2,49.04,0,1,62,0,27.45,3.31,1703.25,0,0,NA,0,NA,1,38,2344.25,1,18.5,2.92,1100,7,0,0,NA,0,NA,1,0,1,4,0,0,0,1,1,1,18,1,1,1,0,1,0,1,0,1,0,0,0,medium_spend_cust
5125-QIFIIR-412,3,1,20,September,15,1,0,0,0,32,6.6,1.27,0.24,0.84,-0.17,0,1,1,11,1,4,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,0,2,21,0,1,1,0,1,0,0,1,0,0,2,6,1,0,1,3,4,2,0,2,1,1,4,0,2,12,8,327.27,1,1,18,0,8.9,2.19,137.5,1,22.25,3.1,408.15,6.01,0,0,0,1,18.25,2.9,295,5.69,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
2032-UQNDRB-U3N,1,1,63,September,10,2,0,4,0,30,14.4,1.68,0.52,2.64,0.97,1,3,1,15,3,4,6,0,0,0,0,0,0,6,0,2,3,2,1,0,16.5,0,1,3,26,0,0,1,0,0,0,0,1,0,0,9,3,1,0,1,3,1,4,1,14,2,1,1,0,12,7,5,116.71,0,2,27,0,6.5,1.87,176.85,1,31.75,3.46,816.65,6.71,0,0,0,1,18,2.89,420,6.04,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,0,0,1,0,0,medium_spend_cust
2444-DHVREZ-TG5,1,1,63,April,16,5,1,23,1,42,5.2,0.11,-2.21,2.07,0.73,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,3,1,1,0,18.2,0,1,10,36,0,0,0,0,1,0,0,0,0,1,9,6,1,1,1,3,3,3,1,24,4,3,4,0,24,7,6,110.91,1,2,57,0,17.05,2.84,966.7,1,22.75,3.12,1391.55,7.24,0,0,0,1,21.5,3.07,1090,6.99,0,0,NA,0,NA,1,1,0,0,1,1,1,1,1,1,21,1,1,1,0,1,1,0,0,0,0,0,0,medium_spend_cust
3122-NPGVOK-DU7,4,0,35,February,12,1,0,2,0,24,7.8,0.78,-0.25,1.09,0.09,0,1,1,13,2,4,1,1,0,0,0,0,0,0,0,2,2,3,1,1,14.3,1,1,1,30,1,0,0,1,0,0,1,1,0,0,9,5,0,0,0,1,3,2,0,17,2,2,3,0,17,14,4,517.51,1,1,42,0,11.8,2.47,469.75,1,36.5,3.6,1531.55,7.33,0,0,0,1,52.75,3.97,2205,7.7,0,0,NA,0,NA,0,1,0,0,1,1,1,1,0,1,21,1,1,1,1,0,1,0,0,1,0,0,0,high_spend_cust
7824-CUQZCR-J8J,2,0,29,March,9,5,0,7,0,20,4.4,0.35,-1.04,0.53,-0.64,0,4,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,2,0,-1,-1,-1,-1,0,8,18,0,0,0,0,1,1,0,1,0,0,9,7,1,0,1,3,1,4,0,8,2,4,2,0,9,7,3,95.43,1,1,22,0,5.9,1.77,130.4,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,1,0,0,0,0,0,medium_spend_cust
9732-PWXJZD-D81,1,0,39,December,12,6,1,9,0,43,7.7,0.84,-0.18,2.47,0.91,0,4,1,14,2,5,0,0,0,0,0,0,0,0,1,1,4,4,1,0,21.1,0,0,1,27,1,0,0,0,1,0,0,0,0,0,9,4,1,0,0,1,3,1,0,13,4,1,1,0,12,14,4,319.17,0,3,32,0,6.1,1.81,190.6,1,23.75,3.17,748.4,6.62,0,0,0,1,10.25,2.33,300,5.7,0,0,NA,0,NA,0,0,0,3,0,0,1,1,0,1,8,1,1,1,0,1,0,1,0,1,0,1,0,high_spend_cust
4852-ZMXTZD-J4J,4,1,55,April,12,3,0,17,0,79,28,2.48,0.91,19.64,2.98,0,2,1,10,1,5,0,0,0,0,0,0,0,0,1,3,5,2,1,1,39.8,1,0,1,33,1,0,0,0,1,0,0,0,0,0,9,6,1,0,1,4,3,3,0,15,1,3,4,0,15,23,4,145.82,1,2,40,0,6.5,1.87,267.2,1,29.25,3.38,1221.35,7.11,0,0,0,1,26.5,3.28,985,6.89,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,11,1,1,1,0,0,0,0,0,0,1,0,0,high_spend_cust
2026-KBWZMU-YRV,5,0,38,March,17,2,0,1,0,59,2.3,0.04,-3.31,1.32,0.28,0,1,0,-1,-1,1,3,0,3,0,0,0,0,0,1,1,3,3,0,0,34.7,0,1,1,27,1,0,0,0,0,1,0,1,1,0,9,4,0,0,1,4,3,3,0,5,3,4,3,0,2,14,11,284.21,1,1,15,1,3.9,1.36,71.8,1,37.5,3.62,573.8,6.35,1,54.75,777.75,1,26.25,3.27,380,5.94,1,34.35,3.54,407.9,6.01,0,1,1,3,1,1,1,1,1,1,27,1,1,1,1,1,0,1,1,0,0,0,0,medium_spend_cust
6604-OFIMTB-7TA,2,1,48,May,12,6,0,14,0,36,19.1,0.81,-0.21,6.06,1.8,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,4,3,1,1,23.3,1,1,1,23,1,0,0,1,0,0,1,0,0,0,9,5,0,0,0,3,2,3,1,14,2,4,3,0,17,6,3,93.74,1,1,33,0,11.55,2.45,426.15,1,15.75,2.76,506.35,6.23,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,3,1,1,1,1,0,1,16,1,1,1,1,1,0,0,0,0,0,0,0,low_spend_cust
4383-TTOEJO-CTF,1,0,36,March,14,1,0,4,0,56,7.8,3.18,1.16,1.19,0.17,1,4,0,-1,-1,2,3,0,0,0,0,0,0,3,0,1,3,2,1,1,26,1,0,1,24,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,4,3,2,1,18,1,1,4,0,18,11,3,81.71,0,1,55,0,16.85,2.82,931.35,1,22,3.09,1184,7.08,0,0,0,1,8.5,2.14,420,6.04,0,0,NA,0,NA,1,0,0,0,1,1,1,0,0,1,23,1,1,1,0,0,1,1,0,0,0,0,0,medium_spend_cust
7973-GHORKA-MFC,1,1,79,May,9,6,0,34,1,18,12.3,1.34,0.29,0.88,-0.13,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,4,1,0,0,11.6,0,0,10,27,0,0,0,0,1,0,0,0,0,1,2,6,1,1,1,3,1,1,0,13,1,3,4,0,13,10,7,330.47,1,2,52,0,13.6,2.61,702.1,1,29.25,3.38,1531.95,7.33,0,0,0,1,23.5,3.16,1185,7.08,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,1,medium_spend_cust
7247-KCAQED-KLS,3,1,71,June,15,2,1,4,0,39,2.2,0.36,-1.01,0.49,-0.71,0,2,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,3,1,1,1,21.3,0,1,5,27,0,0,0,0,1,0,0,0,0,1,1,4,1,0,1,3,1,2,0,36,1,2,3,0,26,9,4,172.16,0,2,69,0,17.35,2.85,1205.85,0,0,NA,0,NA,0,0,0,1,15.5,2.74,1055,6.96,0,0,NA,0,NA,1,0,0,4,0,1,0,0,1,1,16,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
0393-WICKKS-RI4,2,0,26,February,13,2,0,2,0,52,7.8,1.36,0.31,2.7,0.99,0,2,1,9,1,5,3,3,0,0,0,0,0,0,1,1,2,2,1,1,36.3,0,0,3,23,1,0,1,1,0,0,0,0,0,0,9,6,1,1,0,2,3,1,0,8,3,2,2,0,8,9,3,98.06,1,1,22,0,7.5,2.01,178.15,1,37.25,3.62,763.1,6.64,0,0,0,1,40.5,3.7,880,6.78,1,33.2,3.5,680.2,6.52,0,1,0,0,1,1,1,1,0,1,23,1,1,1,1,0,0,0,0,0,0,0,0,low_spend_cust
2953-GMBCDJ-218,3,1,37,June,13,1,0,5,0,24,11.6,1.01,0.01,1.78,0.57,0,1,0,-1,-1,3,0,0,0,0,0,0,0,0,0,2,4,3,1,0,13.1,0,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,1,1,2,0,18,4,1,1,0,19,7,7,261.72,1,3,52,0,7.85,2.06,383.75,0,0,NA,0,NA,0,0,0,1,21.25,3.06,1050,6.96,0,0,NA,0,NA,0,0,0,0,1,0,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
8138-NYSLTE-OQN,3,1,51,November,12,1,1,7,0,42,14,0.55,-0.59,5.33,1.67,0,5,0,-1,-1,3,0,0,0,0,0,0,0,0,0,2,2,3,1,0,19.7,0,1,1,19,1,0,1,0,0,0,0,0,0,0,9,2,1,1,0,3,1,2,0,10,1,4,3,1,10,11,6,172.5,0,1,24,0,6.75,1.91,155,1,16.25,2.79,392.35,5.97,0,0,0,1,10.25,2.33,235,5.46,0,0,NA,0,NA,0,0,0,0,1,0,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
9507-CHXZEA-FPB,1,1,62,June,16,1,0,13,0,64,2.6,0.75,-0.28,0.91,-0.09,0,2,1,13,2,2,6,2,0,0,0,0,0,4,1,1,3,4,1,0,28,0,1,1,16,1,0,1,0,1,0,0,0,0,0,1,2,0,1,1,4,1,2,0,18,3,3,4,0,14,12,3,107.99,1,3,42,1,27.45,3.31,1087.55,0,0,NA,0,NA,1,36.5,1403.4,1,18.75,2.93,835,6.73,0,0,NA,0,NA,1,0,1,4,0,0,0,0,1,1,17,1,1,1,1,1,1,1,0,0,0,0,0,medium_spend_cust
7723-DKUCJS-J2W,1,1,28,October,19,4,0,3,0,61,5,1.46,0.38,1.59,0.46,1,3,1,14,2,7,3,3,0,0,0,0,0,0,1,3,3,2,1,1,30,0,1,1,31,1,0,0,0,1,1,0,0,0,0,9,4,0,0,1,1,3,2,0,9,4,2,2,0,3,10,4,107.04,1,1,13,0,5.9,1.77,83.3,0,0,NA,0,NA,1,32.9,423.5,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,4,0,0,0,1,1,1,19,1,1,1,0,1,1,1,0,1,0,0,0,medium_spend_cust
0837-BDITSL-N6A,3,1,53,April,9,5,0,30,0,141,8.4,4.45,1.49,7.39,2,0,5,0,-1,-1,1,3,3,0,0,0,0,0,0,1,1,4,0,-1,-1,-1,-1,0,4,31,1,0,1,1,1,0,0,1,1,0,9,5,0,0,1,4,2,2,0,24,2,1,4,0,16,9,4,124.51,1,1,53,0,10.8,2.38,566,1,21,3.04,1070.4,6.98,0,0,0,1,15,2.71,775,6.65,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
7374-FODUTL-VSI,2,1,62,June,17,2,0,4,0,60,11.6,2.53,0.93,4.43,1.49,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,5,4,1,1,23.4,1,0,1,29,1,0,0,0,0,0,0,1,0,0,9,4,1,0,1,3,1,2,0,12,2,4,4,0,10,10,0,0,1,1,28,1,8.55,2.15,230.3,1,17.5,2.86,486.65,6.19,1,46.45,1256.35,1,23,3.14,585,6.37,1,40.1,3.69,1101.85,7,1,1,1,4,1,1,1,1,0,1,23,1,1,1,1,1,1,1,1,1,0,0,0,medium_spend_cust
5110-WHLWIT-LZ9,4,0,32,March,11,1,0,2,0,32,11.7,0.55,-0.59,3.19,1.16,0,2,1,13,2,2,0,0,0,0,0,0,0,0,1,3,3,1,1,1,19.8,1,1,8,30,0,0,1,1,0,0,0,1,0,0,9,2,0,0,1,1,2,4,0,8,4,3,2,0,5,9,5,110.51,1,1,20,0,7.7,2.04,162.65,1,28,3.33,549.5,6.31,0,0,0,1,30.25,3.41,580,6.36,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,1,medium_spend_cust
2160-NYPZTX-5N1,5,1,50,May,12,6,0,17,0,86,12.7,4.64,1.54,6.28,1.84,1,4,1,11,1,2,0,0,0,0,0,0,0,0,0,2,4,3,0,1,37.3,0,0,8,34,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,1,1,1,0,32,4,3,3,0,30,15,5,151.4,0,3,72,0,65.3,4.18,4849.75,0,0,NA,0,NA,0,0,0,1,40.75,3.71,2830,7.95,0,0,NA,0,NA,1,0,0,1,0,0,0,0,1,1,14,1,1,1,0,1,0,0,0,1,1,0,0,medium_spend_cust
